
# Curve 0 of 1, 2975 points
# Curve title: "Muons -25gC mit Trigger oben"
# x y xlow xhigh type
 712.5  NaN  703  722  u
 1814.5  1  1814.5  1814.5  i
 712.5  1  703  722  u
 1814.5  1  1814.5  1814.5  i
 1833.5  2  1833.5  1833.5  i
 712.5  NaN  703  722  u
 1833.5  4  1833.5  1833.5  i
 712.5  NaN  703  722  u
 1833.5  1  1833.5  1833.5  i
 731.5  2  722  741  u
 1833.5  1  1833.5  1833.5  i
 731.5  NaN  722  741  u
 1833.5  1  1833.5  1833.5  i
 731.5  NaN  722  741  u
 1852.5  1  1852.5  1852.5  i
 731.5  NaN  722  741  u
 1852.5  1  1852.5  1852.5  i
 731.5  NaN  722  741  u
 1852.5  1  1852.5  1852.5  i
 731.5  NaN  722  741  u
 1852.5  1  1852.5  1852.5  i
 731.5  1  722  741  u
 1871.5  6  1871.5  1871.5  i
 731.5  1  722  741  u
 1871.5  2  1871.5  1871.5  i
 731.5  2  722  741  u
 1871.5  2  1871.5  1871.5  i
 750.5  NaN  741  760  u
 1871.5  1  1871.5  1871.5  i
 750.5  NaN  741  760  u
 1890.5  1  1890.5  1890.5  i
 750.5  NaN  741  760  u
 1890.5  2  1890.5  1890.5  i
 750.5  1  741  760  u
 1890.5  1  1890.5  1890.5  i
 750.5  1  741  760  u
 1890.5  1  1890.5  1890.5  i
 750.5  1  741  760  u
 1909.5  2  1909.5  1909.5  i
 750.5  NaN  741  760  u
 1909.5  1  1909.5  1909.5  i
 750.5  NaN  741  760  u
 1909.5  2  1909.5  1909.5  i
 750.5  NaN  741  760  u
 1909.5  2  1909.5  1909.5  i
 750.5  NaN  741  760  u
 1909.5  1  1909.5  1909.5  i
 769.5  2  760  779  u
 1928.5  1  1928.5  1928.5  i
 769.5  NaN  760  779  u
 1928.5  1  1928.5  1928.5  i
 769.5  NaN  760  779  u
 1928.5  1  1928.5  1928.5  i
 769.5  NaN  760  779  u
 1928.5  1  1928.5  1928.5  i
 769.5  1  760  779  u
 1947.5  1  1947.5  1947.5  i
 769.5  NaN  760  779  u
 1947.5  1  1947.5  1947.5  i
 769.5  NaN  760  779  u
 1947.5  1  1947.5  1947.5  i
 769.5  1  760  779  u
 1947.5  1  1947.5  1947.5  i
 769.5  NaN  760  779  u
 1947.5  2  1947.5  1947.5  i
 788.5  NaN  779  798  u
 1966.5  1  1966.5  1966.5  i
 788.5  1  779  798  u
 1966.5  2  1966.5  1966.5  i
 788.5  1  779  798  u
 1966.5  2  1966.5  1966.5  i
 788.5  NaN  779  798  u
 1985.5  1  1985.5  1985.5  i
 788.5  NaN  779  798  u
 1985.5  1  1985.5  1985.5  i
 788.5  NaN  779  798  u
 2004.5  1  2004.5  2004.5  i
 788.5  NaN  779  798  u
 2004.5  1  2004.5  2004.5  i
 788.5  1  779  798  u
 2023.5  1  2023.5  2023.5  i
 788.5  NaN  779  798  u
 2023.5  1  2023.5  2023.5  i
 788.5  NaN  779  798  u
 2023.5  1  2023.5  2023.5  i
 807.5  1  798  817  u
 2042.5  1  2042.5  2042.5  i
 807.5  NaN  798  817  u
 2042.5  1  2042.5  2042.5  i
 807.5  1  798  817  u
 2061.5  1  2061.5  2061.5  i
 807.5  NaN  798  817  u
 2061.5  1  2061.5  2061.5  i
 807.5  NaN  798  817  u
 2080.5  1  2080.5  2080.5  i
 807.5  NaN  798  817  u
 2080.5  1  2080.5  2080.5  i
 807.5  2  798  817  u
 2099.5  1  2099.5  2099.5  i
 807.5  1  798  817  u
 2099.5  1  2099.5  2099.5  i
 807.5  NaN  798  817  u
 2099.5  1  2099.5  2099.5  i
 826.5  1  817  836  u
 2099.5  1  2099.5  2099.5  i
 826.5  2  817  836  u
 2118.5  2  2118.5  2118.5  i
 826.5  1  817  836  u
 2118.5  1  2118.5  2118.5  i
 826.5  NaN  817  836  u
 2118.5  2  2118.5  2118.5  i
 826.5  NaN  817  836  u
 2118.5  1  2118.5  2118.5  i
 826.5  NaN  817  836  u
 2137.5  1  2137.5  2137.5  i
 826.5  NaN  817  836  u
 2137.5  1  2137.5  2137.5  i
 826.5  NaN  817  836  u
 2137.5  1  2137.5  2137.5  i
 826.5  1  817  836  u
 2156.5  1  2156.5  2156.5  i
 826.5  2  817  836  u
 2156.5  1  2156.5  2156.5  i
 845.5  1  836  855  u
 2156.5  1  2156.5  2156.5  i
 845.5  NaN  836  855  u
 2156.5  1  2156.5  2156.5  i
 845.5  NaN  836  855  u
 2156.5  1  2156.5  2156.5  i
 845.5  1  836  855  u
 2156.5  1  2156.5  2156.5  i
 845.5  1  836  855  u
 2175.5  1  2175.5  2175.5  i
 845.5  2  836  855  u
 2175.5  1  2175.5  2175.5  i
 845.5  NaN  836  855  u
