LECROYWR104MXi-Al‘ 54380 Waveform
Segments 1 SegmentSize 10002
Segment TrigTime TimeSinceSegment1
#1 20-Jul-2017 10:16:01 0                 
Time Ampl
-8.760251e-007 0.00525182
-8.758251e-007 0.00531431
-8.756251e-007 0.00527681
-8.754251e-007 0.00508932
-8.752251e-007 0.00475183
-8.750251e-007 0.00427685
-8.748251e-007 0.00367688
-8.746251e-007 0.0029644
-8.744251e-007 0.00216443
-8.742251e-007 0.00131447
-8.740251e-007 0.000464499
-8.738251e-007 -0.000360469
-8.736251e-007 -0.00111044
-8.734251e-007 -0.00176042
-8.732251e-007 -0.00233539
-8.730251e-007 -0.00278538
-8.728251e-007 -0.00314786
-8.726251e-007 -0.00341035
-8.724251e-007 -0.00358535
-8.722251e-007 -0.00367284
-8.720251e-007 -0.00372284
-8.718251e-007 -0.00374784
-8.716251e-007 -0.00374784
-8.714251e-007 -0.00369784
-8.712251e-007 -0.00361034
-8.710251e-007 -0.00348535
-8.708251e-007 -0.00332286
-8.706251e-007 -0.00312286
-8.704251e-007 -0.00288537
-8.702251e-007 -0.00258538
-8.700251e-007 -0.0022354
-8.698251e-007 -0.00182291
-8.696251e-007 -0.00137293
-8.694251e-007 -0.000910448
-8.692251e-007 -0.000460466
-8.690251e-007 -1.04828e-005
-8.688251e-007 0.000402001
-8.686251e-007 0.000751988
-8.684251e-007 0.00105198
-8.682251e-007 0.00127697
-8.680251e-007 0.00143946
-8.678251e-007 0.00153946
-8.676251e-007 0.00157696
-8.674251e-007 0.00161445
-8.672251e-007 0.00162695
-8.670251e-007 0.00163945
-8.668251e-007 0.00162695
-8.666251e-007 0.00160196
-8.664251e-007 0.00160196
-8.662251e-007 0.00155196
-8.660251e-007 0.00142696
-8.658251e-007 0.00120197
-8.656251e-007 0.000876983
-8.654251e-007 0.000414501
-8.652251e-007 -0.000172977
-8.650251e-007 -0.00087295
-8.648251e-007 -0.00167292
-8.646251e-007 -0.00259788
-8.644251e-007 -0.00359785
-8.642251e-007 -0.00463531
-8.640251e-007 -0.00571026
-8.638251e-007 -0.00678522
-8.636251e-007 -0.00784768
-8.634251e-007 -0.00889764
-8.632251e-007 -0.0099101
-8.630251e-007 -0.0108976
-8.628251e-007 -0.0118475
-8.626251e-007 -0.0127475
-8.624251e-007 -0.0135725
-8.622251e-007 -0.0142974
-8.620251e-007 -0.0149099
-8.618251e-007 -0.0153849
-8.616251e-007 -0.0156724
-8.614251e-007 -0.0157849
-8.612251e-007 -0.0156974
-8.610251e-007 -0.0153974
-8.608251e-007 -0.0148724
-8.606251e-007 -0.0141349
-8.604251e-007 -0.0131975
-8.602251e-007 -0.0120725
-8.600251e-007 -0.0107726
-8.598251e-007 -0.00936012
-8.596251e-007 -0.00784768
-8.594251e-007 -0.00631024
-8.592251e-007 -0.0047478
-8.590251e-007 -0.00322286
-8.588251e-007 -0.00177292
-8.586251e-007 -0.000460466
-8.584251e-007 0.00070199
-8.582251e-007 0.00168945
-8.580251e-007 0.00251442
-8.578251e-007 0.0031519
-8.576251e-007 0.00362688
-8.574251e-007 0.00396436
-8.572251e-007 0.00421435
-8.570251e-007 0.00438935
-8.568251e-007 0.00447684
-8.566251e-007 0.00450184
