LECROYWR104MXi-Al‘ 54380 Waveform
Segments 1 SegmentSize 5002
Segment TrigTime TimeSinceSegment1
#1 03-Aug-2017 10:50:49 0                 
Time Ampl
-4.906535e-008 3.99985e-005
-4.886535e-008 5.99977e-005
-4.866535e-008 0.000129995
-4.846535e-008 3.99985e-005
-4.826535e-008 5.99977e-005
-4.806535e-008 0.000439983
-4.786535e-008 0.000357486
-4.766535e-008 0.000383735
-4.746535e-008 0.000439983
-4.726535e-008 0.000673724
-4.706535e-008 0.00103371
-4.686535e-008 0.000439983
-4.666535e-008 0.000357486
-4.646535e-008 0.000383735
-4.626535e-008 -0.000183743
-4.606535e-008 -0.000279989
-4.586535e-008 5.99977e-005
-4.566535e-008 0.000129995
-4.546535e-008 3.99985e-005
-4.526535e-008 0.000383735
-4.506535e-008 0.000439983
-4.486535e-008 -0.000279989
-4.466535e-008 5.99977e-005
-4.446535e-008 0.000439983
-4.426535e-008 0.000357486
-4.406535e-008 0.000383735
-4.386535e-008 0.000746221
-4.366535e-008 0.000357486
-4.346535e-008 -0.000583728
-4.326535e-008 -0.000183743
-4.306535e-008 0.000357486
-4.286535e-008 5.99977e-005
-4.266535e-008 0.000439983
-4.246535e-008 3.99985e-005
-4.226535e-008 0.000708723
-4.206535e-008 0.000439983
-4.186535e-008 0.000989962
-4.166535e-008 0.000383735
-4.146535e-008 0.000439983
-4.126535e-008 3.99985e-005
-4.106535e-008 0.000708723
-4.086535e-008 0.000439983
-4.066535e-008 0.000357486
-4.046535e-008 5.99977e-005
-4.026535e-008 -0.000183743
-4.006535e-008 0.000357486
-3.986535e-008 0.000383735
-3.966535e-008 0.000129995
-3.946535e-008 0.000989962
-3.926535e-008 0.000383735
-3.906535e-008 0.000439983
-3.886535e-008 3.99985e-005
-3.866535e-008 0.000708723
-3.846535e-008 0.000746221
-3.826535e-008 0.000673724
-3.806535e-008 0.000383735
-3.786535e-008 0.000129995
-3.766535e-008 0.000357486
-3.746535e-008 5.99977e-005
-3.726535e-008 -0.000183743
-3.706535e-008 0.000673724
-3.686535e-008 0.000708723
-3.666535e-008 0.000439983
-3.646535e-008 0.000673724
-3.626535e-008 5.99977e-005
-3.606535e-008 0.000439983
-3.586535e-008 0.000673724
-3.566535e-008 5.99977e-005
-3.546535e-008 0.000746221
-3.526535e-008 0.000357486
-3.506535e-008 -0.000583728
-3.486535e-008 0.000439983
-3.466535e-008 0.000357486
-3.446535e-008 5.99977e-005
-3.426535e-008 0.000129995
-3.406535e-008 0.000673724
-3.386535e-008 0.000383735
-3.366535e-008 0.000129995
-3.346535e-008 0.000357486
-3.326535e-008 -0.00026249
-3.306535e-008 -0.000183743
-3.286535e-008 0.000357486
-3.266535e-008 5.99977e-005
-3.246535e-008 0.000439983
-3.226535e-008 3.99985e-005
-3.206535e-008 5.99977e-005
-3.186535e-008 0.000129995
-3.166535e-008 0.000357486
-3.146535e-008 0.000383735
-3.126535e-008 0.000439983
-3.106535e-008 0.000357486
-3.086535e-008 0.000383735
-3.066535e-008 0.000746221
-3.046535e-008 0.000357486
-3.026535e-008 -0.00026249
-3.006535e-008 0.000129995
-2.986535e-008 0.000357486
-2.966535e-008 5.99977e-005
-2.946535e-008 0.000129995
-2.926535e-008 0.000357486
-2.906535e-008 5.99977e-005
-2.886535e-008 0.000129995
-2.866535e-008 3.99985e-005
-2.846535e-008 5.99977e-005
-2.826535e-008 0.000746221
-2.806535e-008 0.000673724
-2.786535e-008 0.000383735
-2.766535e-008 0.000746221
-2.746535e-008 0.000357486
-2.726535e-008 0.000383735
-2.706535e-008 0.000439983
-2.686535e-008 3.99985e-005
-2.666535e-008 -0.00026249
-2.646535e-008 0.000129995
-2.626535e-008 3.99985e-005
-2.606535e-008 -0.00026249
-2.586535e-008 -0.000501231
-2.566535e-008 3.99985e-005
-2.546535e-008 0.00103371
-2.526535e-008 0.000439983
-2.506535e-008 0.000673724
-2.486535e-008 0.000383735
-2.466535e-008 -0.000501231
-2.446535e-008 0.000357486
-2.426535e-008 0.000383735
-2.406535e-008 0.000439983
-2.386535e-008 0.000989962
-2.366535e-008 5.99977e-005
-2.346535e-008 0.000129995
-2.326535e-008 0.000357486
-2.306535e-008 5.99977e-005
-2.286535e-008 -0.000183743
-2.266535e-008 0.000357486
-2.246535e-008 -0.000583728
-2.226535e-008 0.000129995
-2.206535e-008 0.000357486
-2.186535e-008 -0.00026249
-2.166535e-008 0.000439983
-2.146535e-008 -0.000279989
-2.126535e-008 -0.000903715
-2.106535e-008 0.000129995
-2.086535e-008 3.99985e-005
-2.066535e-008 5.99977e-005
-2.046535e-008 0.000439983
-2.026535e-008 0.000357486
-2.006535e-008 5.99977e-005
-1.986535e-008 -0.000501231
-1.966535e-008 0.000357486
-1.946535e-008 -0.00026249
-1.926535e-008 -0.000821218
-1.906535e-008 3.99985e-005
-1.886535e-008 5.99977e-005
-1.866535e-008 0.000439983
-1.846535e-008 3.99985e-005
-1.826535e-008 -0.00026249
-1.806535e-008 0.000129995
-1.786535e-008 -0.000921215
-1.766535e-008 -0.00026249
-1.746535e-008 -0.000183743
-1.726535e-008 3.99985e-005
-1.706535e-008 5.99977e-005
-1.686535e-008 -0.000183743
-1.666535e-008 3.99985e-005
-1.646535e-008 5.99977e-005
-1.626535e-008 0.000129995
-1.606535e-008 0.000673724
-1.586535e-008 0.000383735
-1.566535e-008 0.000129995
-1.546535e-008 0.000357486
-1.526535e-008 -0.00026249
-1.506535e-008 -0.000183743
-1.486535e-008 3.99985e-005
-1.466535e-008 5.99977e-005
-1.446535e-008 -0.000183743
-1.426535e-008 3.99985e-005
-1.406535e-008 5.99977e-005
-1.386535e-008 0.000746221
-1.366535e-008 0.000673724
-1.346535e-008 5.99977e-005
-1.326535e-008 0.000746221
-1.306535e-008 3.99985e-005
-1.286535e-008 -0.000583728
-1.266535e-008 -0.000183743
-1.246535e-008 0.000357486
-1.226535e-008 0.000383735
-1.206535e-008 -0.000183743
-1.186535e-008 0.000673724
-1.166535e-008 5.99977e-005
-1.146535e-008 -0.000501231
-1.126535e-008 0.000357486
-1.106535e-008 -0.00026249
-1.086535e-008 0.000129995
-1.066535e-008 0.000357486
-1.046535e-008 -0.00026249
-1.026535e-008 0.000129995
-1.006535e-008 3.99985e-005
-9.865352e-009 5.99977e-005
-9.665352e-009 0.000129995
-9.465352e-009 -0.000279989
-9.265352e-009 -0.000903715
-9.065352e-009 -0.00114496
-8.865352e-009 -0.000599977
-8.665352e-009 -0.000583728
-8.465352e-009 -0.000821218
-8.265352e-009 -0.000921215
-8.065352e-009 -0.00185743
-7.865352e-009 -0.00179993
-7.665352e-009 -0.00188993
-7.465352e-009 -0.00248865
-7.265352e-009 -0.00212992
-7.065352e-009 -0.00318488
-6.865352e-009 -0.00436983
-6.665352e-009 -0.00346237
-6.465352e-009 -0.00318488
-6.265352e-009 -0.00436983
-6.065352e-009 -0.0037961
-5.865352e-009 -0.0038286
-5.665352e-009 -0.00405734
-5.465352e-009 -0.0037961
-5.265352e-009 -0.00350737
-5.065352e-009 -0.00405734
-4.865352e-009 -0.0037961
-4.665352e-009 -0.0038286
-4.465352e-009 -0.00436983
-4.265352e-009 -0.00346237
-4.065352e-009 -0.0038286
-3.865352e-009 -0.00468232
-3.665352e-009 -0.00479482
-3.465352e-009 -0.00446983
-3.265352e-009 -0.00499481
-3.065352e-009 -0.00446233
-2.865352e-009 -0.00478857
-2.665352e-009 -0.0053073
-2.465352e-009 -0.00577978
-2.265352e-009 -0.00573353
-2.065352e-009 -0.00593227
-1.865352e-009 -0.00610352
-1.665352e-009 -0.00635476
-1.465352e-009 -0.00624476
-1.265352e-009 -0.00642475
-1.065352e-009 -0.00604477
-8.653517e-010 -0.00686974
-6.653517e-010 -0.00674474
-4.653517e-010 -0.00604477
-2.653517e-010 -0.00686974
-6.535171e-011 -0.00674474
1.346483e-010 -0.00604477
3.346483e-010 -0.00686974
5.346483e-010 -0.00577978
7.346483e-010 -0.00635476
9.346483e-010 -0.00624476
1.134648e-009 -0.00577978
1.334648e-009 -0.00635476
1.534648e-009 -0.00624476
1.734648e-009 -0.00642475
1.934648e-009 -0.00666224
2.134648e-009 -0.00718222
2.334648e-009 -0.00706223
2.534648e-009 -0.00696973
2.734648e-009 -0.00718222
2.934648e-009 -0.00737847
3.134648e-009 -0.00696973
3.334648e-009 -0.00749471
3.534648e-009 -0.00706223
3.734648e-009 -0.00635476
3.934648e-009 -0.0078072
4.134648e-009 -0.00706223
