152Eu;25;321.92;1.57;35.74;7.56;84.1677;17.8038;121.8;21.77628818;4.606288155;17.87872593;3.781845776;;
152Eu;25;;;;;0;0;244.7;0;0;0;0;;
152Eu;25;1238.11;1.74;172.53;17.16;406.30815;40.4118;344;105.1220761;10.45554296;30.55874305;3.039402022;;
133Ba;25;1260.24;0.46;234.4;1.38;552.012;3.2499;356;142.8193047;0.840830378;40.11778222;0.236188308;;starkster peak
22Na(e+);25;2085.84;1.01;204.3;3.53;481.1265;8.31315;511;124.4794537;2.150819734;24.35997137;0.420904057;;
137Cs;25;2373.58;0.49;219.77;2.64;517.55835;6.2172;661.6;133.9052841;1.60854507;20.23961368;0.243129545;;
60Co;25;;;;;0;0;1173.2;0;0;0;0;;
22Na;25;4736.84;6.01;399.79;869.5;941.50545;2047.6725;1274.5;243.5909976;529.7840676;19.11267144;41.56799275;;
60Co;25;4512.8;5.67;516.36;11.55;1216.0278;27.20025;1252.9;314.6167926;7.037384681;25.11108569;0.561687659;;
